phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
6746490,http://harmonyrealestate.ae/clients/images/pnfile/0nfile/oneddrive/login-option.php?cmd=login_submit&amp;id=74fe962028bb3506a98fafdaf70ca4ef74fe962028bb3506a98fafdaf70ca4ef&amp;session=74fe962028bb3506a98fafdaf70ca4ef74fe962028bb3506a98fafdaf70ca4ef,http://www.phishtank.com/phish_detail.php?phish_id=6746490,2020-08-27T05:02:27+00:00,yes,2020-08-27T05:10:26+00:00,yes,Other
6746489,https://btakora.com/wp-content/plugins/io/alibaba/?email=jsmith@imaphost.com,http://www.phishtank.com/phish_detail.php?phish_id=6746489,2020-08-27T05:02:23+00:00,yes,2020-08-27T05:10:26+00:00,yes,Other
6746487,https://btakora.com/wp-content/plugins/io/alibaba,http://www.phishtank.com/phish_detail.php?phish_id=6746487,2020-08-27T05:02:18+00:00,yes,2020-08-27T05:09:46+00:00,yes,Other
6746488,https://btakora.com/wp-content/plugins/io/alibaba/,http://www.phishtank.com/phish_detail.php?phish_id=6746488,2020-08-27T05:02:18+00:00,yes,2020-08-27T05:10:26+00:00,yes,Other
6746486,http://dev-ec21-com.pantheonsite.io/ec21.com/login.ec21.com/global/login/Login.html,http://www.phishtank.com/phish_detail.php?phish_id=6746486,2020-08-27T05:02:14+00:00,yes,2020-08-27T05:09:46+00:00,yes,Other
6746484,http://bleepanswer.com/random/ii.php?email=finance@mscottcapital.com,http://www.phishtank.com/phish_detail.php?phish_id=6746484,2020-08-27T05:02:01+00:00,yes,2020-08-27T05:09:46+00:00,yes,Other
6746483,http://blackcanyon.com.my/dot/inc/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6746483,2020-08-27T05:01:54+00:00,yes,2020-08-27T05:09:46+00:00,yes,Other
6746479,https://invest-brasil.com/app/facebook.com/,http://www.phishtank.com/phish_detail.php?phish_id=6746479,2020-08-27T05:01:42+00:00,yes,2020-08-27T05:09:04+00:00,yes,Other
6746480,https://invest-brasil.com/app/facebook.com/?lang=en&key=Rxm37BwKp1rAlbXCj2diQLBt07DtsPkKjriYJ2gWTgUSmJcMkOzBWRF3yrvaNkIWSYMCNTg1CTEeC6qkjBUH6O3yqvkuYdU3qMVhVhHUQO5QtpxLggHLctk9n40M1yzygDBLZIcidk5yzQy6J4x1AtOXKLFTJYAqT23mD7yJ8ObJfCdqQIbOlzhgyVfI8HhBeizFCWMR,http://www.phishtank.com/phish_detail.php?phish_id=6746480,2020-08-27T05:01:42+00:00,yes,2020-08-27T05:09:05+00:00,yes,Other
6746477,https://invest-brasil.com/app/facebook.com,http://www.phishtank.com/phish_detail.php?phish_id=6746477,2020-08-27T05:01:38+00:00,yes,2020-08-27T05:08:23+00:00,yes,Other
6746478,https://invest-brasil.com/app/facebook.com/?lang=en&key=eIxNs5kDdlRck36KtaNF0KYNUfCr06cL7PkXjN9axwRRw5sCIscbwR0rYos3viSDUulVsc1ZIRgEDL1ReaBQzsOSsLM3r6595uT4zeYqMHxNI3Qbar6g2IRt6RQy1SqXXX3UvZdyoI6qeFAkPsTxo0Q6RW6mA207S96o9hsLiwXmEZwuPAeSE9B6u2tnjFdPqCipdveF,http://www.phishtank.com/phish_detail.php?phish_id=6746478,2020-08-27T05:01:38+00:00,yes,2020-08-27T05:08:23+00:00,yes,Other
6746476,http://infocihasebanik.000webhostapp.com/Chase/login/auth.php?country_x=United%20States&amp;locale-8731002x=E?_US,http://www.phishtank.com/phish_detail.php?phish_id=6746476,2020-08-27T05:01:28+00:00,yes,2020-08-27T05:08:23+00:00,yes,Other
6746475,http://infocihasebanik.000webhostapp.com/Chase/login/auth.php?country_x=Chile&amp;locale-8731002x=E?_CL,http://www.phishtank.com/phish_detail.php?phish_id=6746475,2020-08-27T05:01:23+00:00,yes,2020-08-27T05:08:23+00:00,yes,Other
6746474,http://www.amazon.de.signin.verification.openid.05436137.budcabourab.tk/738916/germ/report/ufokj2vcyadtg9shp6diehv0pwi84zalr/kunden256222/uat8znno4gfledb1p9okjv5jwzqxtlakf/logmein.php?assoc_handle=dc54ujlxgocekywturkymqz6lf3ini&amp;openid_claim=mtl2cldogt1x4wbfhqcb&amp;identifier_select=zlo8fjdzqhwa61b9bsni&amp;pape_max=ruian0yaesdlkdx71ozzv3cqwnbcrg,http://www.phishtank.com/phish_detail.php?phish_id=6746474,2020-08-27T05:01:19+00:00,yes,2020-08-27T05:08:23+00:00,yes,Other
6746473,http://www.amazon.de.signin.verification.openid.05436137.budcabourab.tk/738916/germ/report/ufokj2vcyadtg9shp6diehv0pwi84zalr/kunden256222/uat8znno4gfledb1p9okjv5jwzqxtlakf/logmein.php?assoc_handle=9escg3joni8vtyq2egdzjxdkbzqa1s&amp;openid_claim=as5bxsnvr6pehui8ou01&amp;identifier_select=osasqhgejwdmfxacuvwz&amp;pape_max=7aaq0ge5pmmuuwt8bgtrlhcdjy6x1w,http://www.phishtank.com/phish_detail.php?phish_id=6746473,2020-08-27T05:01:15+00:00,yes,2020-08-27T05:07:42+00:00,yes,Other
6746472,http://www.amazon.de.signin.verification.openid.05436137.budcabourab.tk/738916/germ/report/ufokj2vcyadtg9shp6diehv0pwi84zalr/kunden256222/uat8znno4gfledb1p9okjv5jwzqxtlakf/logmein.php?assoc_handle=6jm7gqyaltbkgbpc2hnin0ovwtzy4d&amp;openid_claim=mhf6iwtyyxina8tlbj2q&amp;identifier_select=7nbhaqezbgt6jwlnkmo0&amp;pape_max=e69lrorzvxwudo34tmbzc58pmxkahn,http://www.phishtank.com/phish_detail.php?phish_id=6746472,2020-08-27T05:01:11+00:00,yes,2020-08-27T05:07:42+00:00,yes,Other
6746471,http://paypal-login290.com/assets/files/,http://www.phishtank.com/phish_detail.php?phish_id=6746471,2020-08-27T05:01:07+00:00,yes,2020-08-27T05:07:42+00:00,yes,Other
6746470,http://paypal-login290.com/assets/files,http://www.phishtank.com/phish_detail.php?phish_id=6746470,2020-08-27T05:01:05+00:00,yes,2020-08-27T05:07:42+00:00,yes,Other
6746469,http://ahmadmashayekhi.ir/wp-content/plugins/folders/assets/fonts/sign/Login.htm,http://www.phishtank.com/phish_detail.php?phish_id=6746469,2020-08-27T05:00:59+00:00,yes,2020-08-27T05:07:01+00:00,yes,Other
6746468,http://98.126.215.108/ap/signin?openid.pape.max_auth_age=0&amp;openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&amp;openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.ns=http://specs.openid.net/auth/2.0&amp;&amp;ref_=nav_em_hd_clc_signinopenid.ns=http://specs.openid.net/auth/2.0&amp;&amp;ref_=nav_em_hd_clc_signin,http://www.phishtank.com/phish_detail.php?phish_id=6746468,2020-08-27T05:00:56+00:00,yes,2020-08-27T05:07:42+00:00,yes,Other
6746467,http://78.142.194.53/ap/signin?openid.pape.max_auth_age=0&amp;openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&amp;openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.ns=http://specs.openid.net/auth/2.0&amp;&amp;ref_=nav_em_hd_clc_signin|IP,http://www.phishtank.com/phish_detail.php?phish_id=6746467,2020-08-27T05:00:52+00:00,yes,2020-08-27T05:07:42+00:00,yes,Other
6746466,http://78.142.194.53/ap/signin?openid.pape.max_auth_age=0&amp;openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&amp;openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.ns=http://specs.openid.net/auth/2.0&amp;&amp;ref_=nav_em_hd_clc_signin,http://www.phishtank.com/phish_detail.php?phish_id=6746466,2020-08-27T05:00:47+00:00,yes,2020-08-27T05:07:42+00:00,yes,Other
6746464,"https://secure.runescape.com-zx.ru/m=weblogin/loginform241,224,676,93181954,2167",http://www.phishtank.com/phish_detail.php?phish_id=6746464,2020-08-27T04:38:53+00:00,yes,2020-08-27T04:45:37+00:00,yes,RuneScape
6746463,https://via.bcipzonasegura1beta.com/.data/,http://www.phishtank.com/phish_detail.php?phish_id=6746463,2020-08-27T04:38:05+00:00,yes,2020-08-27T04:39:36+00:00,yes,Virustotal
6746462,https://via.bcipzonasegura1beta.com/,http://www.phishtank.com/phish_detail.php?phish_id=6746462,2020-08-27T04:35:53+00:00,yes,2020-08-27T04:37:34+00:00,yes,Virustotal
6746461,https://via.bcipzonasegura1beta.com/.data/inicia-sesiom,http://www.phishtank.com/phish_detail.php?phish_id=6746461,2020-08-27T04:34:11+00:00,yes,2020-08-27T04:35:32+00:00,yes,Virustotal
6746458,https://techdirectbh.com/contact/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6746458,2020-08-27T04:29:54+00:00,yes,2020-08-27T05:18:34+00:00,yes,Virustotal
6746450,https://rakuten.co.jp.cookiespost.slyti.cn/pc/index.php?openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.rakuten.co.jp%2F%3Fref_%3Dnav_em_hd_re_signin&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=jpflex&openid.mode=checkid_setup&key=a@b.c&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&&ref_=nav_em_hd_clc_signinhttps://www.rakuten.cn,http://www.phishtank.com/phish_detail.php?phish_id=6746450,2020-08-27T04:17:28+00:00,yes,2020-08-27T04:33:30+00:00,yes,Other
6746449,https://rakuten.co.jp.cookiespost.slyti.cn/?openid.pape.max_auth_age=0&amp;openid.return_to=https%3A%2F%2Fwww.rakuten.co.jp%2F%3Fref_%3Dnav_em_hd_re_signin&amp;openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&amp;&amp;ref_=nav_em_hd_clc_signinhttps://www.rakuten.jp,http://www.phishtank.com/phish_detail.php?phish_id=6746449,2020-08-27T04:17:27+00:00,yes,2020-08-27T04:33:30+00:00,yes,Other
6746448,http://174.139.126.99/ap/signin?openid.pape.max_auth_age=0&amp;openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&amp;openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.ns=http://specs.openid.net/auth/2.0&amp;&amp;ref_=nav_em_hd_clc_signin,http://www.phishtank.com/phish_detail.php?phish_id=6746448,2020-08-27T04:15:19+00:00,yes,2020-08-27T04:33:30+00:00,yes,Other
6746447,http://paypal-secuirty.tk/af96f3935f9d3ff73d3230dcc0732ba2MWVlZjcxODUyZGMxMTU2NWVmNDc2YTM2NTM2MDI3Mzg=/resolution,http://www.phishtank.com/phish_detail.php?phish_id=6746447,2020-08-27T04:15:14+00:00,yes,2020-08-27T04:33:30+00:00,yes,Other
6746446,http://www.thefour.la/MMM/SLY,http://www.phishtank.com/phish_detail.php?phish_id=6746446,2020-08-27T04:15:11+00:00,yes,2020-08-27T04:33:30+00:00,yes,Other
6746445,http://www.noitennisvacanze.it/Clients-orange.fr/Espaceclient/Verification-connexion_submit/transID/transID/b939db0f6e0d45a3,http://www.phishtank.com/phish_detail.php?phish_id=6746445,2020-08-27T04:15:06+00:00,yes,2020-08-27T04:32:49+00:00,yes,Other
6746444,http://www.melvbhart.com/mazon/amazon,http://www.phishtank.com/phish_detail.php?phish_id=6746444,2020-08-27T04:15:02+00:00,yes,2020-08-27T04:32:49+00:00,yes,Other
6746443,http://www.kylooped.com/mazon/amazon,http://www.phishtank.com/phish_detail.php?phish_id=6746443,2020-08-27T04:14:58+00:00,yes,2020-08-27T04:32:49+00:00,yes,Other
6746441,https://wewq.ga/verificationsupport/pages/Amazon,http://www.phishtank.com/phish_detail.php?phish_id=6746441,2020-08-27T04:14:50+00:00,yes,2020-08-27T04:32:49+00:00,yes,Other
6746440,https://verdeflorist.com/MMM/SLY,http://www.phishtank.com/phish_detail.php?phish_id=6746440,2020-08-27T04:14:46+00:00,yes,2020-08-27T04:32:49+00:00,yes,Other
6746439,https://theblogofiles.com/PAYMENT/NOTEPURE/uh/No_cap/FBG,http://www.phishtank.com/phish_detail.php?phish_id=6746439,2020-08-27T04:14:42+00:00,yes,2020-08-27T04:32:08+00:00,yes,Other
6746437,https://peachypalmer.net/v5,http://www.phishtank.com/phish_detail.php?phish_id=6746437,2020-08-27T04:14:23+00:00,yes,2020-08-27T04:32:08+00:00,yes,Other
6746436,https://melviarrisd.com/mazon/amazon,http://www.phishtank.com/phish_detail.php?phish_id=6746436,2020-08-27T04:14:19+00:00,yes,2020-08-27T04:32:08+00:00,yes,Other
6746434,https://lysicex.net.pe/prop/latest-onedrive,http://www.phishtank.com/phish_detail.php?phish_id=6746434,2020-08-27T04:14:11+00:00,yes,2020-08-27T04:32:08+00:00,yes,Other
6746433,https://kscopemarketing.co.nz/attservice/att3,http://www.phishtank.com/phish_detail.php?phish_id=6746433,2020-08-27T04:14:05+00:00,yes,2020-08-27T04:32:08+00:00,yes,Other
6746432,https://kscopemarketing.co.nz/attmail/att3,http://www.phishtank.com/phish_detail.php?phish_id=6746432,2020-08-27T04:14:01+00:00,yes,2020-08-27T04:31:27+00:00,yes,Other
6746431,https://kscopemarketing.co.nz/attinc/att3,http://www.phishtank.com/phish_detail.php?phish_id=6746431,2020-08-27T04:13:56+00:00,yes,2020-08-27T04:31:27+00:00,yes,Other
6746430,https://firstrenderersltd.com/public/media/js/SG-0XD757785-Partuculier/,http://www.phishtank.com/phish_detail.php?phish_id=6746430,2020-08-27T04:13:51+00:00,yes,2020-08-27T04:31:27+00:00,yes,Other
6746429,https://firstrenderersltd.com/media/js/SG-0XD757785-Partuculier,http://www.phishtank.com/phish_detail.php?phish_id=6746429,2020-08-27T04:13:50+00:00,yes,2020-08-27T04:31:27+00:00,yes,Other
6746428,https://ama.gsxinxinyuan.com/pc,http://www.phishtank.com/phish_detail.php?phish_id=6746428,2020-08-27T04:13:44+00:00,yes,2020-08-27T04:31:27+00:00,yes,Other
6746427,https://theblogofiles.com/PAYMENT/NOTEPURE/uh/No_cap/FBG/,http://www.phishtank.com/phish_detail.php?phish_id=6746427,2020-08-27T04:13:39+00:00,yes,2020-08-27T04:30:45+00:00,yes,Other
6746426,https://freeholdlawyers.com/DocuSigns/u.php?l=DHl-dTracking_=_JeHFUq_VJOXK0QWHtoGYDw=_JeHFUq_VJOXK0QWHtoGYDw=_JeHFUq_VJOXK0QWHto=,http://www.phishtank.com/phish_detail.php?phish_id=6746426,2020-08-27T04:13:33+00:00,yes,2020-08-27T04:30:46+00:00,yes,Other
6746425,http://165.3.89.211/ap/signin?key=jsmith@imaphost.com,http://www.phishtank.com/phish_detail.php?phish_id=6746425,2020-08-27T04:13:28+00:00,yes,2020-08-27T04:30:46+00:00,yes,Other
6746424,https://9a392e5e40.nxcli.net/blaze/msnh/emwetransfer/nkk/nnnm/login.php?ul=_LkeFUq_VJOXRTIPtoGYDw17dsfsfd18&fid.18InboxLight.aspxn.1774256418&fid.1r245964252813InboxLight94552_Product-email&email=,http://www.phishtank.com/phish_detail.php?phish_id=6746424,2020-08-27T04:13:25+00:00,yes,2020-08-27T04:30:46+00:00,yes,Other
6746423,https://9a392e5e40.nxcli.net/blaze/msnh/emwetransfer/nkk/nnnm/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6746423,2020-08-27T04:13:24+00:00,yes,2020-08-27T04:30:46+00:00,yes,Other
6746422,http://login.blcokchaln.biz/a1b2c3/aee8266ebc839f69c32daa3842b7b9c2/,http://www.phishtank.com/phish_detail.php?phish_id=6746422,2020-08-27T04:13:16+00:00,yes,2020-08-27T04:30:04+00:00,yes,Other
6746421,http://login.blcokchain.biz/a1b2c3/6858b4027a80503c1e9cb421ecb28837/,http://www.phishtank.com/phish_detail.php?phish_id=6746421,2020-08-27T04:13:05+00:00,yes,2020-08-27T04:30:04+00:00,yes,Other
6746420,http://login.blcokchain.biz/a1b2c3/6858b4027a80503c1e9cb421ecb28837/login/,http://www.phishtank.com/phish_detail.php?phish_id=6746420,2020-08-27T04:12:53+00:00,yes,2020-08-27T04:30:04+00:00,yes,Other
6746419,https://blog.quosphere.com/wp-content/themes/skand/b/home/activation.html,http://www.phishtank.com/phish_detail.php?phish_id=6746419,2020-08-27T04:12:49+00:00,yes,2020-08-27T04:30:04+00:00,yes,Other
6746418,https://blog.quosphere.com/wp-content/themes/skand/b/home/sms.html,http://www.phishtank.com/phish_detail.php?phish_id=6746418,2020-08-27T04:12:44+00:00,yes,2020-08-27T04:29:23+00:00,yes,Other
6746417,https://blog.quosphere.com/wp-content/themes/skand/b/home/sms2.html,http://www.phishtank.com/phish_detail.php?phish_id=6746417,2020-08-27T04:12:39+00:00,yes,2020-08-27T04:29:23+00:00,yes,Other
6746416,https://blog.quosphere.com/wp-content/themes/skand/b/home/sms3.html,http://www.phishtank.com/phish_detail.php?phish_id=6746416,2020-08-27T04:12:34+00:00,yes,2020-08-27T04:29:23+00:00,yes,Other
6746415,https://662387792398832972.z6.web.core.windows.net/,http://www.phishtank.com/phish_detail.php?phish_id=6746415,2020-08-27T04:12:30+00:00,yes,2020-08-27T04:29:23+00:00,yes,Other
6746414,https://onedrive-live.el.r.appspot.com/login.microsoftonline.com/common/oauth2/authorize=vNews2&amp;email=microsoftonline.com/common/oauth2/authorize&amp;hashed_email=Y7XY6XCZJ3R4T4MN&amp;utm_campaign=phx_trigger_uk_pop_email4&amp;utm_source=photobox&amp;utm_medium=email&amp;uid=4978854645473&amp;brandName=Photobox,http://www.phishtank.com/phish_detail.php?phish_id=6746414,2020-08-27T04:12:25+00:00,yes,2020-08-27T04:29:23+00:00,yes,Other
6746411,http://watasohp.net/www/support/www.shopamzon.logon.com/,http://www.phishtank.com/phish_detail.php?phish_id=6746411,2020-08-27T04:12:15+00:00,yes,2020-08-27T04:28:02+00:00,yes,Other
6746410,http://watasohp.net/www/support/www.shopamzon.logon.com,http://www.phishtank.com/phish_detail.php?phish_id=6746410,2020-08-27T04:12:14+00:00,yes,2020-08-27T04:28:02+00:00,yes,Other
6746408,https://thekoolhome.com/dontey/inc/onedrive-drive/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6746408,2020-08-27T04:12:06+00:00,yes,2020-08-27T04:28:02+00:00,yes,Other
6746407,https://palabrasycolor.com/equ/0fa790f55b10195d33e3e57c9d29db020014556a7b2479906c5d7b5b0b2b14732F4/c1f32a276a81f1b52f4ba33bac7b763f/code.php,http://www.phishtank.com/phish_detail.php?phish_id=6746407,2020-08-27T04:12:02+00:00,yes,2020-08-27T04:28:02+00:00,yes,Other
6746406,https://bold.publicvm.com/officeew/true_login_2020/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6746406,2020-08-27T04:11:56+00:00,yes,2020-08-27T04:28:02+00:00,yes,Other
6746405,https://www.evdemimar.com/evimiz/wp-content/plugins/ubh/securefile/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6746405,2020-08-27T04:11:46+00:00,yes,2020-08-27T04:27:21+00:00,yes,Other
6746403,http://onedrive-live.el.r.appspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=6746403,2020-08-27T04:11:28+00:00,yes,2020-08-27T04:27:21+00:00,yes,Other
6746401,http://mail.paypal-secuirty.tk/9ce69df17deebc0736ac6854f46aa664NjA1M2QwN2QzZjZjZGM0MTJiMjA1ZTJlOGY4Yjk3ZTI=/resolution/websc_login/?locale.x=en_,http://www.phishtank.com/phish_detail.php?phish_id=6746401,2020-08-27T04:11:18+00:00,yes,2020-08-27T05:04:19+00:00,yes,Other
6746400,https://unlimitedrackspace.com/xp/toda/,http://www.phishtank.com/phish_detail.php?phish_id=6746400,2020-08-27T04:11:14+00:00,yes,2020-08-27T04:26:40+00:00,yes,Other
6746399,https://unlimitedrackspace.com/xp/toda,http://www.phishtank.com/phish_detail.php?phish_id=6746399,2020-08-27T04:11:13+00:00,yes,2020-08-27T04:26:40+00:00,yes,Other
6746398,http://www.dokansoft.top/tl.html,http://www.phishtank.com/phish_detail.php?phish_id=6746398,2020-08-27T04:11:07+00:00,yes,2020-08-27T04:26:40+00:00,yes,Other
6746397,http://www.dokansoft.top/Login_step_2.html,http://www.phishtank.com/phish_detail.php?phish_id=6746397,2020-08-27T04:11:02+00:00,yes,2020-08-27T04:26:40+00:00,yes,Other
6746396,http://www.dokansoft.top/Login_step_3.html,http://www.phishtank.com/phish_detail.php?phish_id=6746396,2020-08-27T04:10:56+00:00,yes,2020-08-27T04:26:40+00:00,yes,Other
6746389,https://qe01.000webhostapp.com/w3bApp.html,http://www.phishtank.com/phish_detail.php?phish_id=6746389,2020-08-27T04:10:21+00:00,yes,2020-08-27T04:25:18+00:00,yes,Other
6746388,https://www.xn--tau-seguranca-29b.com/index2.php,http://www.phishtank.com/phish_detail.php?phish_id=6746388,2020-08-27T04:10:12+00:00,yes,2020-08-27T04:25:18+00:00,yes,Other
6746387,https://manual-credibilitycheck.qt7abdvhy0i73o7yfhjr65vd.com/,http://www.phishtank.com/phish_detail.php?phish_id=6746387,2020-08-27T04:10:09+00:00,yes,2020-08-27T04:25:18+00:00,yes,Other
6746386,https://modzsez.com/briceza/,http://www.phishtank.com/phish_detail.php?phish_id=6746386,2020-08-27T04:10:00+00:00,yes,2020-08-27T04:25:18+00:00,yes,Other
6746385,https://modzsez.com/briceza,http://www.phishtank.com/phish_detail.php?phish_id=6746385,2020-08-27T04:09:59+00:00,yes,2020-08-27T04:24:37+00:00,yes,Other
6746382,http://takefip133.temp.swtest.ru/eb/signin.html?324245203332?hash=item4b7e853c9d:g:JgkAAOSwx~FfIpXD,http://www.phishtank.com/phish_detail.php?phish_id=6746382,2020-08-27T04:09:43+00:00,yes,2020-08-27T04:24:37+00:00,yes,Other
6746381,http://www.melvbhart.com/mazon/amazon/,http://www.phishtank.com/phish_detail.php?phish_id=6746381,2020-08-27T04:09:39+00:00,yes,2020-08-27T04:24:37+00:00,yes,Other
6746380,https://nicoliferri.com.br/assets/gif/kia/run/new/index.html?6e69636f6c6966657272692e636f6d2e6272-6e69636f6c6966657272692e636f6d2e6272-6e69636f6c6966657272692e636f6d2e62726e69636f6c6966657272692e636f6d2e62726e69636f6c6966657272692e636f6d2e6272,http://www.phishtank.com/phish_detail.php?phish_id=6746380,2020-08-27T04:09:35+00:00,yes,2020-08-27T04:24:37+00:00,yes,Other
6746379,https://nicoliferri.com.br/assets/gif/kia/run/new/det.html,http://www.phishtank.com/phish_detail.php?phish_id=6746379,2020-08-27T04:09:31+00:00,yes,2020-08-27T04:24:37+00:00,yes,Other
